YEAR,MO,DY,HR,T2M,RH2M,PRECTOTCORR,WS10M,WD10M
2019,5,24,19,12.82,96.25,0.0,0.96,109.9
2019,5,24,20,12.52,96.94,0.0,1.03,120.07
2019,5,24,21,12.12,97.5,0.0,1.11,132.14
2019,5,24,22,11.57,97.44,0.0,1.26,145.12
2019,5,24,23,10.92,97.81,0.0,1.5,151.96
2019,5,25,0,10.33,97.94,0.0,1.69,152.84
2019,5,25,1,9.86,97.94,0.0,1.77,153.21
2019,5,25,2,9.57,97.38,0.0,1.77,151.29
2019,5,25,3,9.37,96.5,0.0,1.77,145.96
2019,5,25,4,9.23,95.62,0.0,1.63,142.8
2019,5,25,5,9.1,94.56,0.0,1.61,143.07
2019,5,25,6,9.67,92.69,0.0,1.87,144.52
2019,5,25,7,12.21,80.69,0.04,3.13,138.64
2019,5,25,8,14.29,73.62,0.05,4.17,131.28
2019,5,25,9,16.11,68.19,0.05,4.8,127.93
2019,5,25,10,17.28,65.56,0.07,4.73,112.63
2019,5,25,11,17.91,64.31,0.08,4.52,107.59
2019,5,25,12,18.18,64.0,0.09,4.16,108.74
2019,5,25,13,17.91,65.0,0.12,3.66,108.16
2019,5,25,14,17.62,66.69,0.14,3.08,106.05
2019,5,25,15,17.09,69.75,0.17,2.56,104.33
2019,5,25,16,16.07,75.19,0.2,2.12,101.93
2019,5,25,17,14.61,84.69,0.23,1.59,101.03
2019,5,25,18,12.97,96.25,0.24,0.97,103.03
2019,5,25,19,12.48,97.94,0.23,1.16,110.87
2019,5,25,20,12.15,97.5,0.21,1.42,117.13
2019,5,25,21,11.79,97.19,0.18,1.55,124.97
2019,5,25,22,11.4,97.38,0.14,1.41,132.53
2019,5,25,23,11.17,97.12,0.1,1.25,139.05
2019,5,26,0,10.92,96.5,0.08,1.16,144.28
2019,5,26,1,10.72,95.62,0.1,1.1,147.78
2019,5,26,2,10.56,95.06,0.13,1.06,149.83
2019,5,26,3,10.38,94.38,0.19,1.07,148.17
2019,5,26,4,10.18,93.94,0.23,1.07,149.32
2019,5,26,5,10.11,93.06,0.27,1.1,155.25
2019,5,26,6,10.73,92.31,0.3,1.19,153.1
2019,5,26,7,12.65,87.0,0.33,1.86,143.37
2019,5,26,8,14.0,82.0,0.49,2.09,128.46
2019,5,26,9,15.59,75.5,0.52,2.27,122.65
2019,5,26,10,16.97,70.25,0.46,2.42,118.55
2019,5,26,11,17.87,68.06,0.35,2.73,113.11
2019,5,26,12,17.94,68.38,0.26,2.99,108.43
2019,5,26,13,17.58,70.69,0.19,3.02,107.64
2019,5,26,14,17.12,73.0,0.14,3.0,108.86
2019,5,26,15,16.58,75.19,0.11,2.98,110.71
2019,5,26,16,15.89,78.25,0.08,2.81,111.51
2019,5,26,17,14.82,84.88,0.07,2.08,111.56
2019,5,26,18,13.3,94.56,0.05,1.07,108.3
2019,5,26,19,12.56,96.12,0.05,1.04,110.76
2019,5,26,20,12.03,96.81,0.04,1.06,118.64
2019,5,26,21,11.57,96.75,0.03,1.03,131.92
2019,5,26,22,11.16,96.0,0.03,1.15,149.44
2019,5,26,23,10.89,94.5,0.05,1.33,157.95
2019,5,27,0,10.68,93.12,0.06,1.42,162.36
2019,5,27,1,10.46,92.25,0.07,1.46,166.34
2019,5,27,2,10.23,92.25,0.07,1.5,170.39
2019,5,27,3,10.09,91.81,0.05,1.45,176.29
2019,5,27,4,10.08,91.06,0.03,1.37,181.64
2019,5,27,5,10.05,90.31,0.02,1.32,187.84
2019,5,27,6,10.57,90.75,0.01,1.21,194.93
2019,5,27,7,12.77,85.88,0.0,1.34,196.31
2019,5,27,8,15.12,78.56,0.0,1.1,135.29
2019,5,27,9,17.18,68.5,0.0,1.85,99.46
2019,5,27,10,18.57,63.81,0.0,2.25,89.4
2019,5,27,11,19.22,62.5,0.0,2.38,83.41
2019,5,27,12,19.26,63.31,0.0,2.48,80.92
2019,5,27,13,18.75,65.81,0.0,2.57,81.43
2019,5,27,14,18.24,68.56,0.0,2.52,84.48
2019,5,27,15,17.36,72.12,0.0,2.24,88.0
2019,5,27,16,16.39,76.62,0.0,1.88,89.05
2019,5,27,17,15.14,84.0,0.0,1.29,87.57
2019,5,27,18,13.23,96.81,0.0,0.7,89.36
2019,5,27,19,12.65,100.0,0.0,0.73,96.14
2019,5,27,20,12.4,100.0,0.0,0.79,103.76
2019,5,27,21,12.3,100.0,0.0,0.82,111.9
2019,5,27,22,12.17,100.0,0.0,0.83,123.84
2019,5,27,23,12.0,100.0,0.0,0.74,140.96
2019,5,28,0,11.69,100.0,0.0,0.74,159.66
2019,5,28,1,11.35,100.0,0.0,0.81,167.17
2019,5,28,2,11.01,100.0,0.0,0.86,171.65
2019,5,28,3,10.69,100.0,0.0,0.92,177.57
2019,5,28,4,10.4,100.0,0.0,0.98,181.36
2019,5,28,5,10.17,100.0,0.0,1.05,180.0
2019,5,28,6,10.55,97.94,0.0,1.07,175.41
2019,5,28,7,12.44,88.0,0.05,1.87,152.69
2019,5,28,8,14.23,79.75,0.07,2.51,126.51
2019,5,28,9,15.52,75.12,0.1,3.25,111.57
2019,5,28,10,16.3,72.44,0.14,3.74,106.27
2019,5,28,11,16.88,70.06,0.16,3.92,104.31
2019,5,28,12,17.06,69.69,0.21,3.89,103.81
2019,5,28,13,16.85,70.94,0.27,3.77,104.79
2019,5,28,14,16.68,71.81,0.33,3.58,105.43
2019,5,28,15,16.09,74.38,0.37,3.23,104.44
2019,5,28,16,15.23,78.75,0.37,2.72,100.08
2019,5,28,17,14.01,86.56,0.31,1.82,93.7
2019,5,28,18,12.6,96.25,0.26,0.93,88.07
2019,5,28,19,11.94,98.12,0.22,1.02,90.0
2019,5,28,20,11.48,98.69,0.2,1.16,98.13
2019,5,28,21,11.09,98.62,0.18,1.25,103.69
2019,5,28,22,10.73,97.44,0.17,1.33,105.67
2019,5,28,23,10.45,95.94,0.19,1.31,110.16
2019,5,29,0,10.27,94.88,0.22,1.21,119.88
2019,5,29,1,10.21,94.06,0.26,1.12,125.91
2019,5,29,2,10.12,93.5,0.25,1.26,129.21
2019,5,29,3,9.95,93.44,0.19,1.53,131.08
2019,5,29,4,9.75,93.94,0.15,2.0,128.03
2019,5,29,5,9.61,94.69,0.13,2.36,125.69
2019,5,29,6,10.03,94.88,0.14,2.54,126.48
2019,5,29,7,11.83,89.0,0.31,3.63,119.71
2019,5,29,8,13.16,80.88,0.3,4.5,110.42
2019,5,29,9,14.61,73.38,0.29,5.04,108.04
2019,5,29,10,15.94,66.81,0.28,5.67,109.98
2019,5,29,11,16.73,63.0,0.31,5.97,114.99
2019,5,29,12,16.87,61.62,0.33,6.01,119.33
2019,5,29,13,16.75,61.25,0.35,5.92,122.83
2019,5,29,14,16.35,62.0,0.37,5.52,124.39
2019,5,29,15,15.62,64.38,0.35,4.9,125.01
2019,5,29,16,14.63,68.5,0.32,4.17,125.77
2019,5,29,17,13.18,77.44,0.3,3.18,127.83
2019,5,29,18,11.57,86.94,0.23,1.86,129.56
2019,5,29,19,10.88,89.12,0.2,1.5,134.58
2019,5,29,20,10.17,91.0,0.15,1.53,138.73
2019,5,29,21,9.53,91.75,0.13,1.64,140.61
2019,5,29,22,9.02,91.5,0.12,1.64,144.87
2019,5,29,23,8.58,91.5,0.15,1.7,148.36
2019,5,30,0,8.41,91.44,0.19,1.71,150.16
2019,5,30,1,8.44,91.19,0.19,1.66,154.04
2019,5,30,2,8.52,90.56,0.16,1.61,159.28
2019,5,30,3,8.58,89.75,0.12,1.55,165.4
2019,5,30,4,8.63,89.19,0.09,1.51,165.96
2019,5,30,5,8.73,88.06,0.1,1.49,160.33
2019,5,30,6,9.47,88.56,0.11,1.35,151.36
2019,5,30,7,12.04,83.38,0.17,1.86,134.83
2019,5,30,8,13.58,79.44,0.2,2.67,115.44
2019,5,30,9,14.92,75.81,0.26,3.12,109.16
2019,5,30,10,16.42,69.44,0.36,3.42,108.1
2019,5,30,11,17.37,66.75,0.57,3.52,105.98
2019,5,30,12,17.43,67.38,0.85,3.42,103.59
2019,5,30,13,17.06,70.25,1.11,3.15,101.87
2019,5,30,14,16.62,73.44,1.32,2.91,100.04
2019,5,30,15,16.01,77.38,1.39,2.61,98.79
2019,5,30,16,15.23,81.94,1.27,2.07,98.04
2019,5,30,17,14.14,89.25,1.01,1.17,93.43
2019,5,30,18,12.88,97.69,0.77,0.52,91.71
2019,5,30,19,12.62,98.06,0.64,0.35,73.18
2019,5,30,20,12.62,96.94,0.59,0.42,19.44
2019,5,30,21,12.5,96.31,0.49,0.56,5.63
2019,5,30,22,12.37,95.94,0.39,0.46,22.17
2019,5,30,23,12.13,96.38,0.37,0.38,60.83
2019,5,31,0,11.87,97.06,0.3,0.38,91.17
2019,5,31,1,11.65,97.56,0.21,0.43,101.51
2019,5,31,2,11.51,97.62,0.14,0.43,99.46
2019,5,31,3,11.42,97.38,0.11,0.34,87.34
2019,5,31,4,11.3,97.0,0.12,0.26,61.11
2019,5,31,5,11.2,96.75,0.15,0.27,27.3
2019,5,31,6,11.43,96.62,0.19,0.31,14.38
2019,5,31,7,12.55,95.56,0.46,0.61,28.2
2019,5,31,8,13.71,93.5,0.53,1.12,37.03
2019,5,31,9,14.79,88.06,0.55,1.4,34.05
2019,5,31,10,15.67,83.12,0.46,1.45,36.0
2019,5,31,11,16.2,80.38,0.31,1.41,36.68
2019,5,31,12,16.36,79.69,0.17,1.32,38.77
2019,5,31,13,16.33,80.25,0.1,1.23,43.97
2019,5,31,14,16.23,81.19,0.11,1.21,53.13
2019,5,31,15,15.84,83.62,0.13,1.26,61.53
2019,5,31,16,15.25,87.25,0.11,1.26,67.41
2019,5,31,17,14.36,92.88,0.08,1.0,69.03
2019,5,31,18,13.16,99.06,0.08,0.66,83.88
2019,5,31,19,12.75,100.0,0.09,0.74,99.07
2019,5,31,20,12.56,99.88,0.1,0.77,107.15
2019,5,31,21,12.35,99.25,0.1,0.71,111.45
2019,5,31,22,12.21,98.75,0.1,0.54,111.34
2019,5,31,23,11.9,98.38,0.12,0.42,106.09
2019,6,1,0,11.6,97.94,0.23,0.39,124.33
2019,6,1,1,11.29,96.62,0.37,0.63,140.01
2019,6,1,2,10.8,96.0,0.46,0.95,138.33
2019,6,1,3,10.32,95.44,0.45,1.17,128.48
2019,6,1,4,9.87,94.94,0.39,1.23,127.23
2019,6,1,5,9.4,94.25,0.31,1.28,127.78
2019,6,1,6,9.75,93.19,0.25,1.32,129.46
2019,6,1,7,11.96,87.44,0.04,2.02,121.91
2019,6,1,8,14.02,79.75,0.05,2.85,104.46
2019,6,1,9,15.79,72.94,0.08,3.16,96.25
2019,6,1,10,16.98,70.5,0.09,3.18,93.8
2019,6,1,11,17.88,69.06,0.11,3.15,94.55
2019,6,1,12,18.2,68.5,0.13,2.99,96.9
2019,6,1,13,18.43,68.5,0.15,2.65,98.82
2019,6,1,14,17.94,71.25,0.18,2.18,97.64
2019,6,1,15,17.1,75.75,0.24,1.77,96.59
2019,6,1,16,16.06,81.19,0.31,1.39,94.52
2019,6,1,17,14.76,89.31,0.39,0.88,90.0
2019,6,1,18,13.19,98.38,0.41,0.48,101.31
2019,6,1,19,12.64,100.0,0.43,0.61,121.46
2019,6,1,20,12.44,99.62,0.43,0.64,126.03
2019,6,1,21,12.26,98.94,0.41,0.58,126.71
2019,6,1,22,11.92,98.69,0.36,0.57,129.4
2019,6,1,23,11.63,97.94,0.3,0.66,135.0
2019,6,2,0,11.23,98.12,0.26,0.89,141.42
2019,6,2,1,10.8,97.81,0.18,1.16,145.13
2019,6,2,2,10.41,97.31,0.12,1.4,143.83
2019,6,2,3,10.05,96.62,0.07,1.58,141.21
2019,6,2,4,9.87,95.88,0.05,1.76,138.79
2019,6,2,5,9.76,95.31,0.04,1.81,135.88
2019,6,2,6,10.26,95.31,0.04,2.02,132.65
2019,6,2,7,12.11,90.56,0.0,2.92,128.71
2019,6,2,8,13.95,83.38,0.0,3.66,122.98
2019,6,2,9,15.65,74.62,0.01,4.21,120.56
2019,6,2,10,17.21,67.94,0.02,4.48,118.8
2019,6,2,11,18.3,64.0,0.03,4.57,117.13
2019,6,2,12,18.84,62.69,0.04,4.56,115.56
2019,6,2,13,18.94,62.88,0.05,4.32,112.86
2019,6,2,14,18.54,64.69,0.07,3.9,110.5
2019,6,2,15,17.52,68.81,0.07,3.5,108.07
2019,6,2,16,16.39,74.38,0.07,3.11,106.48
2019,6,2,17,14.98,83.19,0.07,2.57,109.37
2019,6,2,18,13.3,94.62,0.06,1.62,112.37
2019,6,2,19,12.58,96.38,0.05,1.67,113.45
2019,6,2,20,11.98,96.56,0.04,1.94,117.6
2019,6,2,21,11.39,96.44,0.03,2.14,122.65
2019,6,2,22,11.04,95.69,0.04,2.58,127.63
2019,6,2,23,10.82,95.0,0.04,2.92,130.22
2019,6,3,0,10.69,94.44,0.05,2.79,133.53
2019,6,3,1,10.67,94.44,0.06,2.73,135.81
2019,6,3,2,10.63,94.5,0.06,2.79,136.25
2019,6,3,3,10.57,94.75,0.06,2.92,134.68
2019,6,3,4,10.44,95.5,0.06,3.13,129.22
2019,6,3,5,10.28,96.0,0.06,3.35,125.13
2019,6,3,6,10.59,95.69,0.06,3.68,124.2
2019,6,3,7,11.62,91.38,0.31,4.68,125.07
2019,6,3,8,12.56,85.38,0.25,5.85,124.84
2019,6,3,9,13.71,76.75,0.24,7.2,123.76
2019,6,3,10,14.44,71.69,0.24,7.63,124.28
2019,6,3,11,14.55,69.19,0.25,7.33,125.72
2019,6,3,12,14.42,67.88,0.23,6.8,127.11
2019,6,3,13,14.22,67.5,0.22,6.23,127.52
2019,6,3,14,13.86,68.5,0.23,5.58,126.63
2019,6,3,15,13.32,71.0,0.24,4.94,124.37
2019,6,3,16,12.59,74.94,0.2,4.24,123.05
2019,6,3,17,11.6,83.06,0.17,3.16,125.14
2019,6,3,18,10.44,91.56,0.13,2.45,126.58
2019,6,3,19,10.01,91.56,0.1,2.37,127.78
2019,6,3,20,9.77,91.12,0.07,2.51,128.55
2019,6,3,21,9.62,91.31,0.06,2.63,128.23
2019,6,3,22,9.33,92.06,0.05,2.84,128.29
2019,6,3,23,9.38,92.06,0.04,3.5,127.28
2019,6,4,0,9.54,91.94,0.04,4.18,128.24
2019,6,4,1,9.56,92.31,0.05,4.55,129.35
2019,6,4,2,9.43,93.25,0.07,4.63,129.52
2019,6,4,3,9.24,93.88,0.08,4.64,131.31
2019,6,4,4,9.11,94.38,0.09,4.63,132.61
2019,6,4,5,9.01,94.62,0.1,4.66,133.98
2019,6,4,6,9.49,93.81,0.11,4.83,134.87
2019,6,4,7,11.08,89.25,0.08,6.12,133.97
2019,6,4,8,12.44,81.81,0.08,7.75,132.55
2019,6,4,9,13.55,74.94,0.11,8.46,131.07
2019,6,4,10,14.32,71.62,0.12,8.57,130.31
2019,6,4,11,15.02,69.69,0.13,8.49,130.37
2019,6,4,12,15.51,68.75,0.14,8.23,130.61
2019,6,4,13,15.76,68.75,0.15,7.91,130.55
2019,6,4,14,15.66,69.56,0.13,7.5,130.23
2019,6,4,15,15.37,70.75,0.11,7.06,129.38
2019,6,4,16,14.61,73.5,0.09,6.4,128.41
2019,6,4,17,13.24,82.5,0.09,5.09,128.45
2019,6,4,18,11.49,93.88,0.08,4.09,128.56
2019,6,4,19,10.94,95.12,0.08,4.04,130.22
2019,6,4,20,10.62,95.06,0.1,3.98,130.7
2019,6,4,21,10.4,94.75,0.12,3.92,129.91
2019,6,4,22,10.18,94.88,0.13,3.62,129.92
2019,6,4,23,10.07,92.88,0.1,3.96,129.47
2019,6,5,0,9.98,92.25,0.09,3.76,130.87
2019,6,5,1,9.88,92.44,0.09,3.54,132.59
2019,6,5,2,9.85,93.0,0.1,3.39,134.16
2019,6,5,3,9.87,93.75,0.11,3.22,135.2
2019,6,5,4,9.92,94.5,0.12,3.69,133.03
2019,6,5,5,9.83,95.25,0.13,4.0,132.07
2019,6,5,6,10.26,95.25,0.14,4.12,132.92
2019,6,5,7,11.8,90.31,0.17,5.3,132.25
2019,6,5,8,13.25,83.62,0.18,6.68,131.16
2019,6,5,9,14.55,75.56,0.18,7.23,128.68
2019,6,5,10,15.48,71.12,0.19,7.34,126.87
2019,6,5,11,16.16,68.62,0.23,7.33,126.06
2019,6,5,12,16.51,67.69,0.27,7.07,126.19
2019,6,5,13,16.54,67.88,0.29,6.79,125.5
2019,6,5,14,16.46,68.56,0.29,6.28,124.3
2019,6,5,15,16.01,70.5,0.29,5.55,124.38
2019,6,5,16,15.22,74.19,0.28,4.73,125.11
2019,6,5,17,13.93,83.25,0.27,3.53,126.54
2019,6,5,18,12.38,93.88,0.23,2.38,127.4
2019,6,5,19,11.79,95.62,0.21,2.39,131.29
2019,6,5,20,11.19,96.81,0.19,2.54,136.37
2019,6,5,21,10.78,96.81,0.13,2.94,138.56
2019,6,5,22,10.33,96.81,0.09,2.94,141.03
2019,6,5,23,9.94,96.56,0.08,2.73,144.08
2019,6,6,0,9.56,96.12,0.07,2.26,143.72
2019,6,6,1,9.28,95.81,0.06,1.7,138.17
2019,6,6,2,9.05,96.0,0.04,1.55,137.45
2019,6,6,3,8.87,95.69,0.04,1.81,141.49
2019,6,6,4,8.92,94.69,0.05,2.16,143.38
2019,6,6,5,8.97,94.38,0.08,2.74,143.59
2019,6,6,6,9.39,94.69,0.11,3.14,143.19
2019,6,6,7,11.02,90.44,0.01,4.16,139.34
2019,6,6,8,12.51,83.44,0.0,5.1,139.91
2019,6,6,9,14.0,74.88,0.0,5.56,141.79
2019,6,6,10,15.0,69.94,0.0,5.58,141.19
2019,6,6,11,15.73,66.62,0.0,5.31,138.1
2019,6,6,12,16.21,64.81,0.0,5.05,134.94
2019,6,6,13,16.44,64.19,0.0,4.75,135.2
2019,6,6,14,16.27,64.94,0.01,4.36,135.8
2019,6,6,15,15.81,66.81,0.01,3.95,134.12
2019,6,6,16,15.01,70.25,0.01,3.33,132.63
2019,6,6,17,13.65,78.31,0.0,2.51,133.62
2019,6,6,18,12.01,90.81,0.0,1.4,132.75
2019,6,6,19,11.15,94.0,0.0,1.13,130.52
2019,6,6,20,10.45,95.69,0.0,1.15,135.82
2019,6,6,21,9.86,95.5,0.0,1.36,147.4
2019,6,6,22,9.41,94.06,0.0,1.5,154.64
2019,6,6,23,8.99,92.94,0.0,1.57,157.77
2019,6,7,0,8.55,92.5,0.0,1.66,158.75
2019,6,7,1,8.19,91.75,0.0,1.72,158.68
2019,6,7,2,7.89,90.06,0.0,1.74,156.67
2019,6,7,3,7.6,88.88,0.0,1.78,152.31
2019,6,7,4,7.37,89.12,0.0,1.88,148.1
2019,6,7,5,7.17,90.44,0.0,1.95,145.42
2019,6,7,6,7.96,89.25,0.0,2.04,144.05
2019,6,7,7,10.55,77.44,0.0,3.33,142.43
2019,6,7,8,12.68,69.25,0.0,3.9,140.93
2019,6,7,9,14.19,65.44,0.0,4.17,138.19
2019,6,7,10,15.35,63.31,0.0,4.17,132.04
2019,6,7,11,16.01,62.5,0.0,4.05,125.1
2019,6,7,12,16.58,61.88,0.0,3.88,120.59
2019,6,7,13,16.75,62.19,0.0,3.56,118.7
2019,6,7,14,16.92,62.62,0.0,3.16,118.66
2019,6,7,15,16.44,65.25,0.0,2.62,118.32
2019,6,7,16,15.44,70.25,0.0,2.11,115.71
2019,6,7,17,14.03,79.06,0.0,1.6,111.44
2019,6,7,18,11.98,93.62,0.0,0.87,104.53
2019,6,7,19,11.2,96.62,0.0,0.94,109.49
2019,6,7,20,10.65,98.19,0.0,1.1,116.02
2019,6,7,21,10.17,98.88,0.0,1.24,123.69
2019,6,7,22,9.83,98.12,0.0,1.29,133.77
2019,6,7,23,9.62,96.31,0.0,1.28,142.43
2019,6,8,0,9.3,94.38,0.0,1.38,150.82
2019,6,8,1,8.91,93.62,0.0,1.38,158.38
2019,6,8,2,8.58,92.62,0.0,1.39,164.32
2019,6,8,3,8.35,91.19,0.0,1.46,167.97
2019,6,8,4,8.06,91.0,0.0,1.59,162.55
2019,6,8,5,7.65,92.44,0.0,1.76,154.46
2019,6,8,6,8.4,91.88,0.0,1.79,148.74
2019,6,8,7,11.93,77.75,0.0,2.72,141.29
2019,6,8,8,14.58,67.19,0.0,3.14,126.9
2019,6,8,9,16.37,61.81,0.01,3.56,119.71
2019,6,8,10,17.4,59.5,0.01,4.06,118.64
2019,6,8,11,17.86,59.19,0.01,4.57,119.59
2019,6,8,12,17.94,59.62,0.02,4.91,120.85
2019,6,8,13,17.8,60.38,0.03,5.05,122.44
2019,6,8,14,17.36,61.75,0.03,5.03,124.23
2019,6,8,15,16.65,64.0,0.03,4.8,124.72
2019,6,8,16,15.56,68.06,0.03,4.42,124.48
2019,6,8,17,13.96,77.19,0.03,3.68,127.23
2019,6,8,18,12.25,90.06,0.02,2.71,131.84
2019,6,8,19,11.63,92.44,0.02,2.56,135.62
2019,6,8,20,10.98,94.31,0.01,2.75,137.88
2019,6,8,21,10.52,95.31,0.01,2.68,138.31
2019,6,8,22,10.24,95.0,0.01,2.64,137.64
2019,6,8,23,10.04,94.44,0.01,2.63,137.77
2019,6,9,0,9.88,95.06,0.01,2.57,137.83
2019,6,9,1,9.76,95.5,0.01,2.49,138.05
2019,6,9,2,9.65,95.44,0.02,2.57,137.71
2019,6,9,3,9.57,95.25,0.02,2.76,138.33
2019,6,9,4,9.39,95.62,0.02,2.82,137.25
2019,6,9,5,9.19,96.31,0.02,2.55,136.12
2019,6,9,6,9.77,94.94,0.02,2.59,135.0
2019,6,9,7,11.97,86.19,0.06,3.69,129.85
2019,6,9,8,13.8,78.38,0.07,4.57,124.48
2019,6,9,9,15.45,72.38,0.1,4.87,121.22
2019,6,9,10,16.73,68.31,0.13,5.09,119.91
2019,6,9,11,17.44,66.12,0.16,5.2,119.61
2019,6,9,12,17.76,65.5,0.19,5.09,120.1
2019,6,9,13,17.64,66.12,0.2,4.85,122.02
2019,6,9,14,17.19,67.94,0.19,4.53,124.6
2019,6,9,15,16.56,70.38,0.18,4.25,126.55
2019,6,9,16,15.62,74.19,0.15,3.87,126.87
2019,6,9,17,14.26,82.44,0.13,3.16,127.15
2019,6,9,18,12.67,92.94,0.13,1.97,126.78
2019,6,9,19,12.09,93.81,0.1,1.57,128.53
2019,6,9,20,11.52,94.56,0.06,1.59,132.22
2019,6,9,21,10.98,94.44,0.04,1.87,136.86
2019,6,9,22,10.56,94.12,0.03,2.46,140.66
2019,6,9,23,10.14,94.44,0.03,3.07,141.0
2019,6,10,0,9.84,94.94,0.03,3.24,139.5
2019,6,10,1,9.57,95.44,0.03,3.18,138.28
2019,6,10,2,9.34,95.62,0.02,3.12,137.13
2019,6,10,3,9.2,95.69,0.02,3.19,137.78
2019,6,10,4,9.12,95.69,0.01,3.06,138.52
2019,6,10,5,9.05,95.5,0.01,2.81,138.83
2019,6,10,6,9.63,95.0,0.01,2.37,137.94
2019,6,10,7,11.42,89.25,0.01,2.98,133.19
2019,6,10,8,13.03,82.69,0.03,3.52,128.42
2019,6,10,9,14.71,75.06,0.04,3.66,123.96
2019,6,10,10,16.13,69.69,0.06,3.86,118.9
2019,6,10,11,17.12,66.69,0.09,4.11,116.27
2019,6,10,12,17.49,66.12,0.11,4.25,115.62
2019,6,10,13,17.34,67.44,0.14,4.26,115.3
2019,6,10,14,17.0,69.38,0.14,4.19,115.75
2019,6,10,15,16.32,72.38,0.13,3.89,116.51
2019,6,10,16,15.42,76.56,0.13,3.53,117.3
2019,6,10,17,14.21,83.69,0.12,2.81,119.71
2019,6,10,18,12.58,93.25,0.1,1.58,121.89
2019,6,10,19,11.86,95.81,0.09,1.57,127.72
2019,6,10,20,11.34,96.69,0.07,1.62,131.29
2019,6,10,21,11.04,96.94,0.07,1.71,134.07
2019,6,10,22,10.7,96.81,0.09,1.64,137.89
2019,6,10,23,10.44,95.88,0.14,1.46,141.29
2019,6,11,0,10.26,94.75,0.22,1.35,144.93
2019,6,11,1,10.08,93.94,0.22,1.3,150.04
2019,6,11,2,9.84,93.62,0.2,1.32,152.98
2019,6,11,3,9.54,93.94,0.16,1.42,149.63
2019,6,11,4,9.23,94.5,0.12,1.55,147.11
2019,6,11,5,8.97,95.19,0.12,1.76,145.47
2019,6,11,6,9.43,95.5,0.14,2.06,145.95
2019,6,11,7,11.37,90.31,0.3,3.08,142.93
2019,6,11,8,13.08,83.31,0.35,3.82,136.74
2019,6,11,9,14.78,76.62,0.43,4.17,133.26
2019,6,11,10,16.12,71.81,0.42,4.43,126.89
2019,6,11,11,16.9,68.94,0.33,4.57,121.43
2019,6,11,12,16.97,69.06,0.28,4.47,118.94
2019,6,11,13,16.8,70.25,0.28,4.34,118.27
2019,6,11,14,16.38,72.38,0.27,4.09,118.67
2019,6,11,15,15.88,74.75,0.3,3.77,119.01
2019,6,11,16,15.16,77.94,0.29,3.42,119.37
2019,6,11,17,13.97,84.81,0.24,2.81,119.49
2019,6,11,18,12.37,94.56,0.19,1.54,117.73
2019,6,11,19,11.78,96.5,0.14,1.5,124.35
2019,6,11,20,11.35,97.31,0.1,1.57,131.56
2019,6,11,21,10.94,97.81,0.08,1.45,135.87
2019,6,11,22,10.5,97.88,0.07,1.33,140.97
2019,6,11,23,10.21,97.06,0.08,1.43,144.32
2019,6,12,0,10.13,95.69,0.1,1.99,142.01
2019,6,12,1,10.01,95.31,0.1,2.54,139.99
2019,6,12,2,9.87,95.56,0.07,2.56,139.46
2019,6,12,3,9.68,95.81,0.04,2.15,140.75
2019,6,12,4,9.51,95.44,0.03,1.8,140.45
2019,6,12,5,9.42,94.69,0.03,1.63,138.5
2019,6,12,6,9.97,93.88,0.04,1.68,134.44
2019,6,12,7,11.81,87.69,0.05,3.07,126.4
2019,6,12,8,13.4,80.5,0.05,4.25,121.61
2019,6,12,9,14.93,73.06,0.07,4.89,117.71
2019,6,12,10,16.23,68.31,0.08,5.46,116.05
2019,6,12,11,17.06,65.88,0.09,5.91,115.38
2019,6,12,12,17.41,65.19,0.1,5.97,114.35
2019,6,12,13,17.43,65.75,0.12,5.65,114.08
2019,6,12,14,17.12,67.31,0.14,5.23,115.11
2019,6,12,15,16.42,70.25,0.16,4.84,115.82
2019,6,12,16,15.54,74.56,0.16,4.31,115.08
2019,6,12,17,14.26,82.69,0.15,3.33,114.94
2019,6,12,18,12.54,94.62,0.14,1.87,113.36
2019,6,12,19,11.76,96.94,0.12,1.7,112.68
2019,6,12,20,11.22,97.94,0.1,1.78,115.55
2019,6,12,21,10.73,98.12,0.1,1.85,116.89
2019,6,12,22,10.39,97.19,0.09,1.83,119.74
2019,6,12,23,9.94,96.19,0.07,1.87,123.56
2019,6,13,0,9.57,95.44,0.05,1.89,126.78
2019,6,13,1,9.19,95.12,0.05,1.88,128.06
2019,6,13,2,8.88,94.94,0.05,1.92,127.9
2019,6,13,3,8.62,94.62,0.04,1.99,127.5
2019,6,13,4,8.43,94.12,0.04,2.04,125.82
2019,6,13,5,8.47,93.31,0.03,2.08,123.81
2019,6,13,6,9.4,92.75,0.03,2.39,123.53
2019,6,13,7,11.74,87.94,0.02,3.53,121.22
2019,6,13,8,13.41,80.88,0.02,4.59,118.27
2019,6,13,9,14.94,72.5,0.03,5.29,118.19
2019,6,13,10,15.94,68.62,0.05,5.78,118.61
2019,6,13,11,16.52,66.75,0.08,6.08,118.64
2019,6,13,12,16.8,65.94,0.12,6.17,118.58
2019,6,13,13,16.86,65.81,0.16,6.08,118.05
2019,6,13,14,16.54,66.81,0.2,5.8,117.88
2019,6,13,15,15.98,68.56,0.24,5.44,118.77
2019,6,13,16,15.08,72.12,0.25,4.77,119.63
2019,6,13,17,13.76,81.25,0.26,3.6,121.69
2019,6,13,18,12.2,91.62,0.22,2.15,124.04
2019,6,13,19,11.41,93.69,0.16,1.6,126.48
